FID	place_name	category1	dem_RANGE	dem_MEAN	fac_MEAN	hdis_MIN	hdis_MEAN	gradient_MEAN	relief_MEAN	roughness_MEAN	vdis_MIN	vdis_MEAN
19837	ª´ºÀ¤s²ø	¤s	13.00 	26.37 	127.97 	0.00 	209.74 	0.88 	25.03 	0.01 	0.00 	3.22 
19899	 ¤s½Þ¸]	¤s	107.00 	69.64 	77.78 	0.00 	339.15 	8.77 	96.84 	0.13 	0.00 	25.79 
19934	¥Û¤s	¤s	589.00 	1332.64 	16.90 	582.41 	1083.59 	21.95 	581.77 	0.35 	0.00 	266.12 
19975	­û¤s	¤s	57.00 	10.79 	362.78 	0.00 	184.87 	1.92 	88.72 	0.03 	0.00 	4.86 
20091	¬õ²H¤s²ø	¤s	197.00 	85.40 	30.31 	0.00 	490.10 	18.41 	193.66 	0.29 	0.00 	70.37 
20095	¯Q¤sÀY	¤s	24.00 	30.86 	63.44 	0.00 	407.89 	1.86 	28.14 	0.03 	0.00 	3.49 
20201	¸U¤s³¡¸¨	¤s	612.00 	366.39 	8379.35 	0.00 	349.93 	25.57 	591.23 	0.45 	0.00 	163.82 
20252	¤s¸}	¤s	163.00 	28.45 	26.91 	0.00 	567.10 	15.19 	202.44 	0.24 	0.00 	27.36 
20256	ºÖ¶©¤s¤p¬q	¤s	219.00 	133.42 	32.70 	0.00 	536.09 	17.16 	294.06 	0.27 	0.00 	82.09 
20265	±Y¤s¬q	¤s	440.00 	303.73 	12.73 	735.39 	1360.81 	24.23 	443.89 	0.39 	11.00 	196.11 
20318	¤j¤s¨¤	¤s	79.00 	43.17 	38.03 	89.44 	714.01 	2.61 	86.02 	0.04 	0.00 	8.35 
20394	¤s¿³	¤s	158.00 	118.07 	3791.58 	0.00 	208.81 	11.96 	189.15 	0.20 	0.00 	25.25 
20452	¦X¥J¤s	¤s	121.00 	127.33 	176.29 	0.00 	378.41 	6.10 	117.57 	0.09 	0.00 	19.03 
20460	¤û¤s	¤s	154.00 	89.50 	51344.87 	0.00 	195.69 	9.77 	191.39 	0.16 	0.00 	29.82 
20489	¤û¬¹¤s	¤s	348.00 	182.95 	130.37 	0.00 	296.78 	11.48 	352.34 	0.19 	0.00 	66.03 
20503	Æ[­µ¤s¤U	¤s	210.00 	127.84 	4450.91 	0.00 	353.87 	7.16 	234.91 	0.12 	0.00 	26.76 
20527	·¬¤s	¤s	212.00 	222.53 	6893.16 	0.00 	493.68 	14.27 	260.34 	0.24 	0.00 	50.03 
20599	Ã¹¤s	¤s	102.00 	224.33 	401.70 	0.00 	258.86 	5.92 	129.72 	0.09 	0.00 	18.07 
20631	¤s¦Ï¬}	¤s	383.00 	147.24 	100.10 	0.00 	359.17 	21.97 	370.54 	0.35 	0.00 	86.44 
20693	¤s¤U	¤s	128.00 	36.82 	3335.02 	0.00 	296.41 	8.88 	116.17 	0.14 	0.00 	27.17 
20800	»ñ¤s·s§ø	¤s	11.00 	14.31 	654.92 	0.00 	313.59 	1.06 	16.82 	0.01 	0.00 	2.10 
21085	¤Ñ¥x¤s·Å	¤s	96.00 	146.31 	454.16 	0.00 	337.03 	3.95 	85.38 	0.06 	0.00 	20.71 
21150	ÆO¤s	¤s	60.00 	17.37 	154.56 	0.00 	250.71 	3.63 	58.99 	0.05 	0.00 	9.37 
21151	¤s¸}	¤s	53.00 	9.93 	240.46 	0.00 	224.68 	2.39 	43.39 	0.03 	0.00 	5.28 
21235	ßN¶³¤s²ø	¤s	26.00 	183.70 	57.37 	0.00 	454.68 	1.54 	26.51 	0.02 	0.00 	11.32 
21290	¹L¤s	¤s	329.00 	321.77 	310.38 	0.00 	239.09 	16.85 	305.35 	0.27 	0.00 	79.17 
21293	¸UÆF¤s	¤s	427.00 	427.89 	35.08 	0.00 	659.69 	17.60 	429.25 	0.27 	0.00 	147.40 
21301	¤T¸}«n¤s	¤s	624.00 	906.74 	10.63 	1203.30 	1714.03 	34.13 	689.44 	0.59 	101.00 	400.91 
21321	¤U¤s¸}	¤s	124.00 	62.99 	32.04 	304.63 	1036.14 	6.55 	101.72 	0.10 	0.00 	26.14 
21391	¤s¸}¥j¤«¥JÀY	¤s	161.00 	34.95 	3265.33 	0.00 	273.85 	12.67 	160.24 	0.20 	0.00 	25.90 
21431	¬B»A¤s²ø	¤s	122.00 	116.36 	186.62 	0.00 	285.07 	10.03 	135.67 	0.14 	0.00 	39.94 
21459	¤Ñ¥Àªá¶é¤s²ø	¤s	392.00 	137.66 	245.52 	0.00 	469.55 	14.84 	338.81 	0.23 	0.00 	96.74 
21463	¦y¤s¤l	¤s	260.00 	130.18 	47.16 	0.00 	569.51 	13.94 	258.53 	0.21 	0.00 	76.87 
21472	·¬·RªL¤s²ø	¤s	262.00 	230.58 	120.91 	0.00 	387.29 	12.57 	327.97 	0.19 	0.00 	65.20 
21474	·Å²ï¤½Àï¤s²ø	¤s	222.00 	227.32 	32.15 	178.89 	755.43 	10.84 	236.49 	0.16 	0.00 	69.64 
21476	Á`²Î¤s²ø	¤s	255.00 	219.12 	126.88 	0.00 	409.91 	12.16 	298.64 	0.18 	0.00 	59.17 
21477	ª÷¤s­±	¤s	210.00 	99.95 	127.82 	0.00 	285.45 	19.42 	195.93 	0.31 	0.00 	57.74 
21523	¦L¤sËm	¤s	197.00 	41.32 	18.05 	0.00 	365.66 	16.48 	170.25 	0.26 	0.00 	40.38 
21541	¤s¸}	¤s	94.00 	24.16 	5398.89 	0.00 	161.47 	8.40 	133.28 	0.13 	0.00 	16.08 
21548	¤s¸}	¤s	130.00 	33.96 	3243.22 	0.00 	244.98 	9.50 	151.92 	0.15 	0.00 	21.81 
21658	·ç³Ç¤s²ø	¤s	172.00 	266.73 	56.89 	0.00 	505.71 	11.76 	175.04 	0.18 	0.00 	48.47 
21667	Àt°¨¤s	¤s	235.00 	42.81 	51.74 	0.00 	337.65 	6.87 	210.89 	0.11 	0.00 	31.83 
21695	Æ[­µ¤s	¤s	142.00 	71.03 	18.26 	651.15 	1161.82 	14.01 	145.29 	0.23 	1.00 	40.66 
21717	½¼¥J¤s«áÉÜ	¤s	12.00 	15.66 	214.28 	0.00 	352.22 	0.98 	14.60 	0.01 	0.00 	1.31 
21944	¤¤¤s	¤s	18.00 	98.23 	328.48 	0.00 	493.06 	1.28 	16.10 	0.02 	0.00 	4.25 
21957	¤¤ÉÜ¤s¸}	¤s	18.00 	157.79 	137.93 	0.00 	418.08 	1.14 	26.47 	0.01 	0.00 	3.19 
22011	¶§¥ú¤sªL	¤s	143.00 	310.66 	24.22 	0.00 	806.99 	11.64 	154.60 	0.17 	0.00 	70.96 
22023	¤s¤U	¤s	34.00 	86.70 	46.05 	0.00 	762.61 	1.94 	31.51 	0.03 	0.00 	10.42 
22111	·O®¦¤s²ø	¤s	718.00 	2010.09 	201.64 	0.00 	310.80 	35.63 	863.49 	0.66 	0.00 	165.26 
22145	¥­¤s	¤s	229.00 	293.02 	101.81 	0.00 	536.29 	18.60 	235.44 	0.29 	0.00 	108.43 
22191	«Ë¤s¥J	¤s	17.00 	6.01 	46.84 	0.00 	780.22 	1.33 	16.28 	0.02 	0.00 	4.15 
22232	¤s¥J«á	¤s	68.00 	20.71 	45.47 	0.00 	317.17 	5.58 	71.26 	0.08 	0.00 	18.67 
22241	´ÄÃq¤s²ø	¤s	198.00 	49.27 	101.59 	0.00 	369.35 	9.72 	189.34 	0.14 	0.00 	32.46 
22250	°ªº¸¤Ò¤s²ø	¤s	42.00 	29.24 	350.71 	0.00 	301.53 	4.61 	55.82 	0.06 	0.00 	19.22 
22264	¤jÔ³ÀY¤s¥J	¤s	5.00 	6.71 	242.21 	0.00 	249.81 	0.44 	4.63 	0.01 	0.00 	1.38 
22291	¤s¥J¸}	¤s	46.00 	13.12 	304.79 	0.00 	335.54 	3.28 	42.82 	0.05 	0.00 	10.34 
22299	¦y¤s¥J	¤s	55.00 	32.22 	167.54 	0.00 	243.65 	5.66 	57.08 	0.08 	0.00 	7.35 
22425	¶³¬}¤s²ø	¤s	428.00 	676.41 	12.38 	377.36 	1165.32 	24.81 	424.74 	0.40 	0.00 	203.64 
22428	¶³¶m¤s²ø	¤s	247.00 	76.88 	1241.59 	0.00 	210.19 	13.83 	276.40 	0.22 	0.00 	42.02 
22434	¤å¤s	¤s	4.00 	2.87 	14.93 	640.00 	1346.42 	0.29 	3.47 	0.00 	0.00 	1.68 
22467	¦è¤s¼d¥J	¤s	4.00 	1.86 	78.68 	0.00 	666.69 	0.35 	4.02 	0.00 	0.00 	0.70 
22472	¦è¤s	¤s	4.00 	1.72 	83.94 	0.00 	607.57 	0.35 	3.94 	0.00 	0.00 	0.73 
22507	¤U¤s¥J¸}	¤s	2.00 	3.86 	63.83 	0.00 	465.90 	0.40 	2.88 	0.00 	0.00 	1.30 
22509	¤s¥J¸}	¤s	4.00 	3.77 	464.01 	0.00 	505.96 	0.41 	3.80 	0.01 	0.00 	2.23 
22518	¤Ñ¬uªá¶é¤s²ø	¤s	24.00 	125.12 	99.07 	0.00 	244.87 	1.28 	25.28 	0.02 	0.00 	7.27 
22552	¤s¸}	¤s	236.00 	145.66 	605.67 	0.00 	312.08 	9.85 	183.73 	0.15 	0.00 	36.67 
22744	³Â¶é¼d¤s	¤s	283.00 	311.83 	117.68 	0.00 	355.50 	18.74 	324.04 	0.30 	0.00 	92.55 
22787	Ë|¿¼¤s	¤s	121.00 	106.22 	565.12 	0.00 	296.72 	12.88 	112.33 	0.19 	0.00 	32.41 
22837	­Ë¥æ¤s	¤s	635.00 	579.68 	3169.55 	0.00 	350.58 	25.09 	692.30 	0.46 	0.00 	134.08 
22864	¦Ë¤s	¤s	84.00 	107.08 	1548.48 	0.00 	273.02 	5.05 	73.48 	0.08 	0.00 	18.29 
22897	¤s¼d	¤s	3.00 	9.74 	16.38 	56.57 	842.31 	0.37 	3.52 	0.00 	0.00 	1.84 
22904	¤¤¦y¤s	¤s	6.00 	3.89 	250.91 	0.00 	226.74 	0.77 	6.69 	0.01 	0.00 	0.66 
22911	°­¤l¤s	¤s	3.00 	4.69 	41.45 	0.00 	522.23 	0.59 	3.35 	0.01 	0.00 	1.67 
22923	¤s¼d	¤s	6.00 	2.33 	287.98 	0.00 	552.08 	0.61 	6.52 	0.01 	0.00 	1.88 
22953	¤U®Û¤s	¤s	3.00 	2.94 	1754.88 	0.00 	292.68 	0.54 	3.60 	0.01 	0.00 	0.71 
22973	¤s¼d	¤s	4.00 	3.34 	115.26 	0.00 	243.46 	0.54 	3.60 	0.01 	0.00 	1.58 
22992	°¨¤s­í	¤s	4.00 	7.21 	43.26 	40.00 	896.48 	0.51 	4.20 	0.01 	0.00 	2.81 
23133	¯ù¤s	¤s	257.00 	49.32 	1284.95 	0.00 	471.40 	10.34 	257.73 	0.17 	0.00 	47.60 
23136	Àt¥J«ß¤s	¤s	185.00 	37.47 	1528.03 	0.00 	452.88 	8.27 	211.50 	0.13 	0.00 	35.65 
23196	¤s¶í­I	¤s	147.00 	120.61 	79.72 	0.00 	409.46 	14.08 	141.95 	0.22 	0.00 	48.91 
23211	¥Ã©M¤s	¤s	152.00 	99.05 	19.76 	40.00 	799.13 	16.86 	139.73 	0.26 	0.00 	40.42 
23214	¹ª¤s	¤s	163.00 	149.74 	2874.54 	0.00 	312.91 	11.56 	164.97 	0.18 	0.00 	41.61 
23216	²½¤s¬}	¤s	381.00 	208.54 	27.96 	0.00 	708.86 	20.65 	318.02 	0.33 	0.00 	92.54 
23346	¾î¤s	¤s	249.00 	349.99 	11.50 	898.89 	1790.56 	16.89 	250.75 	0.25 	11.00 	153.11 
23347	¤U¾î¤s	¤s	150.00 	383.29 	21.07 	721.11 	1683.46 	10.83 	171.95 	0.15 	9.00 	118.87 
23363	¤p¥b¤s	¤s	177.00 	112.38 	3579.87 	0.00 	283.43 	6.55 	170.85 	0.10 	0.00 	28.36 
23370	¤s¸}¤U	¤s	199.00 	111.60 	25.98 	322.49 	869.88 	5.98 	149.81 	0.09 	0.00 	28.58 
23389	¥b¤s	¤s	78.00 	103.45 	1456.29 	0.00 	303.76 	3.13 	81.32 	0.04 	0.00 	15.78 
23413	¤ûµt¤s	¤s	96.00 	461.48 	1231.08 	0.00 	255.55 	3.36 	171.29 	0.05 	0.00 	12.60 
23439	¤s¸}	¤s	199.00 	115.58 	49.45 	0.00 	661.44 	6.02 	157.20 	0.09 	0.00 	28.54 
23441	¤jªê¤s	¤s	219.00 	207.51 	52.53 	0.00 	585.15 	14.65 	211.71 	0.22 	0.00 	79.72 
23628	ªê¤s	¤s	18.00 	7.75 	2331.20 	0.00 	383.02 	1.32 	16.85 	0.02 	0.00 	2.31 
23645	¤sÀYªÀ	¤s	11.00 	4.43 	2498.73 	0.00 	220.89 	1.24 	10.53 	0.02 	0.00 	1.93 
23720	¶ê¤s¤l	¤s	39.00 	52.96 	156.36 	0.00 	230.03 	1.82 	38.46 	0.03 	0.00 	9.58 
23771	¤s¤t¥x	¤s	18.00 	16.38 	93.36 	0.00 	607.42 	1.70 	18.71 	0.02 	0.00 	5.95 
23776	ª×¤û¤s	¤s	17.00 	17.48 	121.15 	0.00 	418.67 	1.73 	18.60 	0.02 	0.00 	6.19 
23781	¤s¥J§À	¤s	20.00 	12.35 	57.53 	0.00 	722.77 	1.60 	19.73 	0.02 	0.00 	6.64 
23801	«Ë¤s¥J	¤s	19.00 	15.68 	80.58 	0.00 	726.38 	1.71 	18.78 	0.02 	0.00 	6.06 
23865	¤U¸G¤s	¤s	212.00 	305.91 	29.63 	80.00 	565.20 	15.02 	225.86 	0.24 	0.00 	75.86 
23928	«Ë¤s¥J	¤s	17.00 	6.01 	46.84 	0.00 	780.22 	1.33 	16.28 	0.02 	0.00 	4.15 
23957	¥~­û¤s	¤s	44.00 	8.51 	95.67 	0.00 	340.67 	1.69 	36.87 	0.02 	0.00 	3.48 
24070	¤W¤s	¤s	86.00 	49.36 	35.54 	0.00 	744.05 	5.53 	83.61 	0.08 	0.00 	24.76 
24085	¤å¤s	¤s	4.00 	2.87 	14.93 	640.00 	1346.42 	0.29 	3.47 	0.00 	0.00 	1.68 
24127	¦è¤s¼d¥J	¤s	4.00 	1.86 	78.68 	0.00 	666.69 	0.35 	4.02 	0.00 	0.00 	0.70 
24132	¦è¤s	¤s	4.00 	1.72 	83.94 	0.00 	607.57 	0.35 	3.94 	0.00 	0.00 	0.73 
24137	¤Ó¿³¤s²ø	¤s	546.00 	710.27 	57.76 	0.00 	568.24 	24.03 	487.76 	0.39 	0.00 	163.50 
24146	¤Ó¥­¤s­^¥K¤s²ø	¤s	481.00 	357.95 	4929.11 	0.00 	294.71 	20.53 	475.77 	0.36 	0.00 	91.12 
24161	¤Ó©M¤s²ø	¤s	580.00 	783.90 	472.85 	0.00 	496.09 	25.61 	539.80 	0.43 	0.00 	204.66 
24185	¤U¤s¥J¸}	¤s	2.00 	3.86 	63.83 	0.00 	465.90 	0.40 	2.88 	0.00 	0.00 	1.30 
24187	¤s¥J¸}	¤s	4.00 	3.77 	464.01 	0.00 	505.96 	0.41 	3.80 	0.01 	0.00 	2.23 
24215	¤W¤j¤s¸}	¤s	46.00 	17.22 	19.68 	452.55 	1155.40 	3.79 	42.90 	0.06 	0.00 	11.97 
24267	¶ï¤s	¤s	2.00 	0.67 	28.37 	0.00 	338.61 	0.40 	2.43 	0.00 	0.00 	0.51 
24311	·s¤s¥J¼d	¤s	4.00 	0.18 	2.21 	40.00 	343.40 	1.23 	3.42 	0.01 	0.00 	0.19 
24344	¤j¤s	¤s	353.00 	100.32 	112.34 	0.00 	390.31 	10.04 	316.14 	0.17 	0.00 	51.60 
24426	¤s²£¥«	¤s	19.00 	30.33 	789.35 	0.00 	281.12 	2.03 	18.91 	0.03 	0.00 	6.73 
24529	¤s§À	¤s	44.00 	243.00 	52.52 	0.00 	643.17 	3.53 	54.27 	0.05 	0.00 	11.72 
24530	¦y¤s¸}	¤s	185.00 	45.03 	142.62 	0.00 	507.24 	10.09 	173.47 	0.15 	0.00 	42.61 
24539	¤s¸}	¤s	130.00 	114.77 	1039.87 	0.00 	282.98 	6.30 	162.09 	0.10 	0.00 	17.18 
24655	¤U¾î¤s	¤s	44.00 	123.57 	247.68 	0.00 	291.81 	1.66 	43.92 	0.02 	0.00 	8.26 
24730	¤s¤U	¤s	20.00 	49.02 	143.06 	0.00 	442.90 	0.86 	97.18 	0.01 	0.00 	7.05 
24813	¤s¸}	¤s	391.00 	332.71 	448.26 	0.00 	622.75 	13.98 	362.74 	0.23 	0.00 	71.42 
24842	¤s¼s	¤s	304.00 	50.95 	65.82 	0.00 	668.32 	7.79 	337.66 	0.13 	0.00 	37.07 
24895	¤s½Þ¸]	¤s	475.00 	326.04 	126.73 	0.00 	221.03 	23.44 	520.43 	0.38 	0.00 	112.21 
24919	¶ê¤s	¤s	194.00 	59.07 	170.85 	0.00 	280.32 	11.12 	216.56 	0.18 	0.00 	36.80 
25040	µ²µ½¤s²ø	¤s	60.00 	11.14 	49.00 	0.00 	429.04 	2.92 	72.64 	0.05 	0.00 	3.97 
25044	µ²ºÖ¤s²ø	¤s	118.00 	57.26 	39.91 	0.00 	720.36 	6.98 	109.90 	0.10 	0.00 	26.50 
25050	¤W´º¤s²ø	¤s	80.00 	33.17 	86.17 	0.00 	438.68 	5.74 	71.38 	0.09 	0.00 	14.15 
25076	¤j¤¸¤s	¤s	285.00 	230.27 	303.80 	0.00 	281.84 	17.77 	342.44 	0.30 	0.00 	69.68 
25099	µµ·L¤s²ø	¤s	253.00 	157.31 	186.46 	0.00 	428.34 	20.17 	312.95 	0.32 	0.00 	74.71 
25141	¥b¤s	¤s	589.00 	545.97 	31.42 	0.00 	699.75 	20.83 	516.36 	0.34 	0.00 	164.04 
25148	¤s¨½³¡¸¨	¤s	211.00 	102.74 	22195.89 	0.00 	291.31 	8.31 	213.96 	0.13 	0.00 	28.81 
25161	´_¤s·s§ø	¤s	316.00 	171.75 	119.78 	0.00 	351.62 	22.38 	327.06 	0.36 	0.00 	100.44 
25197	¤s»âºh³¡¸¨	¤s	383.00 	261.90 	240.63 	0.00 	305.31 	9.52 	312.27 	0.15 	0.00 	51.51 
25200	¤s«á	¤s	107.00 	82.97 	375.64 	0.00 	301.67 	13.77 	153.73 	0.22 	0.00 	20.74 
25207	®ç¤s³¡¸¨	¤s	492.00 	666.08 	6301.08 	0.00 	200.74 	16.99 	459.52 	0.30 	0.00 	72.96 
25249	ªZÀ­¤s²ø	¤s	99.00 	52.84 	29.66 	368.78 	1120.63 	6.41 	107.80 	0.10 	0.00 	15.51 
25255	¤s¸}	¤s	74.00 	50.47 	42.28 	0.00 	669.91 	6.48 	89.87 	0.10 	0.00 	15.03 
25320	­û¤s¿j¥J½`	¤s	43.00 	8.65 	92.38 	0.00 	345.90 	1.79 	38.05 	0.03 	0.00 	3.78 
25353	·ç¤h¤s²ø	¤s	272.00 	143.48 	100.75 	0.00 	468.89 	18.51 	274.75 	0.29 	0.00 	88.78 
25355	ÃL°O¤s²ø	¤s	458.00 	137.49 	45.92 	0.00 	535.42 	18.86 	400.09 	0.31 	0.00 	101.09 
25426	¤º¾î¤s	¤s	310.00 	290.52 	33.52 	0.00 	585.88 	17.06 	312.47 	0.26 	0.00 	134.87 
25479	¤¤¤s¨½	¤s	20.00 	12.00 	34.00 	215.41 	1018.06 	1.63 	19.15 	0.02 	0.00 	6.48 
25484	«Ë¤s¥J	¤s	20.00 	10.86 	40.12 	226.27 	954.96 	1.55 	18.97 	0.02 	0.00 	6.36 
25520	«Ë¤s¥J	¤s	19.00 	7.46 	44.18 	80.00 	943.91 	1.45 	17.12 	0.02 	0.00 	5.16 
25555	µÏ¼w¤s²ø	¤s	244.00 	75.83 	1247.56 	0.00 	228.75 	13.91 	273.62 	0.22 	0.00 	42.46 
25557	µÐ´£¤s²ø	¤s	111.00 	102.33 	24.92 	120.00 	1056.74 	8.94 	103.81 	0.13 	0.00 	37.39 
25649	¼á¤s¥»³¡¸¨	¤s	91.00 	97.06 	47.78 	0.00 	421.89 	14.48 	97.27 	0.22 	0.00 	24.73 
25651	¤s°\	¤s	114.00 	100.06 	21.40 	0.00 	865.30 	14.65 	111.55 	0.24 	0.00 	34.82 
25653	¦y¤s	¤s	155.00 	100.23 	91.11 	0.00 	512.72 	17.00 	147.17 	0.27 	0.00 	42.13 
25662	¯ó¤s¸}	¤s	160.00 	93.19 	111.61 	0.00 	373.35 	17.11 	164.20 	0.27 	0.00 	20.23 
25667	¯ó¤s	¤s	109.00 	73.41 	390.26 	0.00 	251.57 	15.42 	116.64 	0.25 	0.00 	27.65 
25705	¤s¸}	¤s	96.00 	43.00 	2612.33 	0.00 	184.12 	7.91 	88.56 	0.11 	0.00 	12.60 
25712	¤j¤s¸}	¤s	92.00 	53.27 	1127.65 	0.00 	324.93 	7.34 	90.51 	0.11 	0.00 	16.57 
25720	¤s¸}	¤s	96.00 	43.00 	2612.33 	0.00 	184.12 	7.91 	88.56 	0.11 	0.00 	12.60 
25722	¿Å¤s	¤s	97.00 	54.13 	319.05 	0.00 	148.26 	10.95 	96.16 	0.17 	0.00 	17.24 
25800	¤sÅQ¶é	¤s	19.00 	7.70 	59.41 	0.00 	501.87 	1.23 	24.39 	0.02 	0.00 	3.09 
25875	¤U¤s¸}	¤s	7.00 	4.08 	53.19 	0.00 	440.26 	0.57 	21.79 	0.01 	0.00 	1.41 
25896	±^¤sÀY	¤s	226.00 	58.08 	2706.02 	0.00 	433.30 	9.68 	200.75 	0.14 	0.00 	42.19 
25912	¤s¸}	¤s	298.00 	70.60 	34.95 	0.00 	791.37 	8.68 	223.85 	0.13 	0.00 	55.16 
25913	¤s¸}¤U	¤s	272.00 	51.79 	39.71 	0.00 	757.53 	6.86 	198.96 	0.11 	0.00 	38.52 
26054	¦y¤s¥~	¤s	221.00 	98.46 	153.18 	0.00 	307.77 	17.66 	248.01 	0.29 	0.00 	56.83 
26055	¦y¤s¸}	¤s	316.00 	119.55 	127.20 	0.00 	334.84 	17.13 	275.38 	0.28 	0.00 	67.02 
26098	ÅTÒþ¤s	¤s	182.00 	199.53 	1986.75 	0.00 	501.17 	9.27 	167.76 	0.14 	0.00 	29.81 
26108	¤W­û¤s	¤s	84.00 	97.96 	3079.62 	0.00 	364.59 	4.09 	78.44 	0.06 	0.00 	22.97 
26144	µUªÅ¤s	¤s	653.00 	464.80 	581.61 	0.00 	643.31 	25.83 	568.67 	0.43 	0.00 	184.13 
26187	¤jºÛ¤s	¤s	678.00 	1364.24 	11.68 	632.46 	1179.07 	33.70 	754.41 	0.57 	40.00 	409.18 
26191	«n¤s	¤s	198.00 	148.33 	1884.82 	0.00 	314.47 	11.03 	185.34 	0.17 	0.00 	41.64 
26370	­é¤s¥J	¤s	146.00 	52.16 	26.97 	0.00 	435.65 	17.70 	148.96 	0.27 	0.00 	43.06 
26399	±Y¤s¬ì	¤s	170.00 	117.37 	17.17 	80.00 	884.00 	16.06 	171.52 	0.25 	0.00 	63.59 
26501	ªê¥J¤s¸}	¤s	126.00 	19.94 	51.99 	0.00 	242.91 	11.43 	134.67 	0.18 	0.00 	19.42 
26503	±Y¤s	¤s	147.00 	27.55 	41.61 	0.00 	276.31 	12.80 	137.14 	0.21 	0.00 	26.52 
26515	²y¥J¤s¸}	¤s	122.00 	12.43 	11.79 	0.00 	322.48 	10.40 	128.20 	0.17 	0.00 	12.32 
26530	¤ì¤s¿D¥J	¤s	151.00 	24.59 	10.82 	737.56 	1426.74 	13.83 	149.64 	0.22 	0.00 	36.77 
26558	¤Y¤s	¤s	340.00 	433.27 	21.04 	0.00 	569.16 	17.87 	315.04 	0.27 	0.00 	108.99 
26559	¤Y¤s	¤s	280.00 	257.46 	279.52 	0.00 	215.09 	18.36 	298.88 	0.29 	0.00 	50.65 
26575	¤[¤s	¤s	39.00 	15.42 	108.16 	0.00 	325.78 	2.48 	81.53 	0.04 	0.00 	3.71 
26589	Ã¹¤s³¡¸¨	¤s	472.00 	860.03 	282.94 	0.00 	464.55 	28.13 	556.77 	0.47 	0.00 	162.62 
26600	¤dÁH¤s²ø	¤s	161.00 	25.90 	125.55 	0.00 	278.07 	10.92 	210.27 	0.17 	0.00 	16.56 
26609	±ù¤s³¡¸¨	¤s	529.00 	1856.38 	1016.68 	0.00 	521.55 	25.59 	568.18 	0.43 	0.00 	253.97 
26675	¤s¿³³¡¸¨	¤s	158.00 	116.09 	3392.64 	0.00 	232.32 	10.91 	187.75 	0.18 	0.00 	24.39 
26696	¤s«C¶é¥J	¤s	23.00 	23.77 	42.57 	0.00 	521.39 	1.80 	23.15 	0.03 	0.00 	4.19 
26710	¤W­XÐ¤¤s¥J	¤s	22.00 	27.70 	101.92 	0.00 	443.82 	1.54 	19.07 	0.02 	0.00 	4.84 
26756	¦y¤s	¤s	169.00 	116.85 	20.11 	200.00 	967.66 	17.10 	169.46 	0.26 	0.00 	52.93 
26763	¦ò¤s	¤s	93.00 	57.84 	56.15 	0.00 	337.52 	11.28 	95.98 	0.17 	0.00 	18.94 
26847	¤¤¤s	¤s	6.00 	3.69 	44.19 	0.00 	631.40 	0.62 	5.63 	0.01 	0.00 	1.36 
26858	¤s¼d	¤s	3.00 	7.75 	83.61 	0.00 	361.54 	0.34 	4.45 	0.00 	0.00 	0.69 
26899	¤s¥Jªù	¤s	6.00 	13.83 	434.15 	0.00 	349.78 	0.51 	5.74 	0.01 	0.00 	1.47 
26988	¤s¼d	¤s	7.00 	7.26 	4176.34 	0.00 	703.76 	0.61 	6.73 	0.01 	0.00 	0.88 
27051	¦è¤s	¤s	109.00 	72.75 	161.43 	0.00 	405.83 	9.63 	116.84 	0.15 	0.00 	24.30 
27057	¤s«á	¤s	72.00 	9.26 	15881.44 	0.00 	323.17 	3.77 	76.93 	0.06 	0.00 	8.57 
27136	¤s¥J­I	¤s	36.00 	48.09 	926.53 	0.00 	197.10 	2.21 	41.08 	0.03 	0.00 	2.40 
27147	¤½¤s¨{	¤s	122.00 	109.84 	71.91 	0.00 	367.63 	12.19 	113.75 	0.19 	0.00 	24.64 
27168	¤jÀt¤s	¤s	86.00 	81.49 	3760.20 	0.00 	892.77 	3.10 	88.19 	0.05 	0.00 	15.03 
27169	¤pÀt¤s	¤s	74.00 	78.98 	7188.81 	0.00 	852.01 	2.25 	74.74 	0.04 	0.00 	14.67 
27176	¤p¤s	¤s	82.00 	58.31 	348.74 	0.00 	250.37 	5.33 	74.98 	0.09 	0.00 	8.07 
27189	¦y¤s¤l	¤s	319.00 	142.71 	440.02 	0.00 	286.00 	18.01 	305.05 	0.30 	0.00 	54.41 
27258	¸U¤s	¤s	764.00 	465.78 	4695.89 	0.00 	498.78 	27.19 	675.81 	0.47 	0.00 	252.09 
27307	¤s¯ùÁç	¤s	618.00 	533.38 	58.09 	0.00 	397.12 	25.74 	563.93 	0.43 	0.00 	126.58 
27383	Ãö¤s	¤s	89.00 	226.40 	228.74 	0.00 	335.65 	2.72 	143.88 	0.04 	0.00 	26.47 
27406	¤s¶¶	¤s	280.00 	239.42 	197.88 	0.00 	268.89 	7.14 	270.92 	0.12 	0.00 	41.52 
27408	¤s´I	¤s	341.00 	269.17 	144.27 	0.00 	377.84 	10.39 	338.68 	0.17 	0.00 	62.07 
27409	¤s¬u	¤s	418.00 	318.96 	182.37 	0.00 	390.94 	12.69 	365.71 	0.20 	0.00 	80.57 
27424	¤s¨½	¤s	303.00 	138.77 	10307.23 	0.00 	648.26 	11.56 	263.08 	0.19 	0.00 	55.06 
27429	¤é¤ë¤s²ø	¤s	224.00 	187.40 	63.71 	0.00 	352.36 	7.18 	173.29 	0.11 	0.00 	34.21 
27457	¯«¤s³¡¸¨	¤s	723.00 	570.98 	3522.18 	0.00 	301.20 	31.74 	724.55 	0.58 	0.00 	181.63 
